log,anchor,lineid,passage,label
timestamp number resource pool sc prd host sc prd cluster resources,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210359,2654,irrelevant
timestamp number data store sc number x io l number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210358,2654,irrelevant
timestamp number selected compute resource sc prd cluster,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210357,2654,irrelevant
timestamp number sc prd cluster cpu number cpu res number mem number mem res number ds sc number x io free number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210356,2654,irrelevant
timestamp number using placement hint number hence no sorting,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210355,2654,irrelevant
timestamp number choosing cluster from sc prd cluster,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210354,2654,irrelevant
timestamp number vim connection op id is nbs number dx number lbx,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210353,2654,irrelevant
timestamp number nimbus sc prd vc number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210352,2654,irrelevant
timestamp number connecting to nimbus sc prd comp eng vmware com,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210351,2654,irrelevant
timestamp number main pipeline false sub deploy mode true,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210350,2654,irrelevant
timestamp number main pipeline true sub deploy mode true,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210349,2654,irrelevant
timestamp number git version for rb vmomi utilities heads release number g number f number d,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210348,2654,irrelevant
timestamp number git version for rb vmomi heads release number g number aa number b number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210347,2654,irrelevant
timestamp number git version for nimbus configurations heads release number gfb number f number ef,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210346,2654,irrelevant
timestamp number git version for nimbus heads release number g number b number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210345,2654,irrelevant
timestamp number git version for git heads master number gc number b number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210344,2654,irrelevant
timestamp number log name worker,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210343,2654,irrelevant
timestamp number id uid number hg ink a gid number mts groups number mts,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210342,2654,irrelevant
timestamp number user hg ink a,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210341,2654,irrelevant
timestamp number hostname sc rd ops dhcp number number eng vmware com pid number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210340,2654,irrelevant
timestamp number vm resource requirement cpu number vcpu s mem number mb disk number kb,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210339,2654,irrelevant
timestamp number failed to guess build tree,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210338,2654,irrelevant
timestamp number using pxe directory pxe linux hex id,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210337,2654,irrelevant
timestamp number running pxe boot opts o pxe boot number hzcoqj p hex id b auto partition os data size number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210336,2654,irrelevant
timestamp number additional boot options are auto partition os data size number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210335,2654,irrelevant
timestamp number writing deployment results to hg ink a test configuration store testes x number number esx number nimbus esx deploy result json,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210441,2655,irrelevant
timestamp number fault invalid request fault message,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210440,2655,relevant
timestamp number basic types rb in block number levels in init,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210439,2655,irrelevant
timestamp number basic types rb in call,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210438,2655,irrelevant
timestamp number connection rb in call,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210437,2655,irrelevant
timestamp number connection rb in parse response,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210436,2655,irrelevant
timestamp number rb vmomi fault invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210435,2655,relevant
timestamp number serial log hg ink a test configuration store testes x number number esx number serial dump json does not exist,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210434,2655,irrelevant
timestamp number reached max retries forwarding exception invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210433,2655,relevant
timestamp number add virtual machine flag info vvtd enabled true,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210432,2655,relevant
timestamp number setting reservation as user given reservation cpu mem,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210431,2655,irrelevant
timestamp number adding usb controller,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210430,2655,irrelevant
timestamp number guest os vm kernel number guest upgrading hw version to latest,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210429,2655,irrelevant
timestamp number disk info vmware para virtual scsi scsi controller number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210428,2655,irrelevant
timestamp number hg ink a create vm task event chain id number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210427,2655,irrelevant
timestamp number creating vm hg ink a test configuration store testes x number number esx number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210426,2655,relevant
timestamp number para virtual scsi controller with no sharing already exists,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210425,2655,irrelevant
timestamp number adding disk pvscsi ssd hex id,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210424,2655,irrelevant
timestamp number adding disk pvscsi disk hex id,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210423,2655,irrelevant
timestamp number disk configure parameters,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210422,2655,irrelevant
timestamp number networks sc number rd ops vm number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210421,2655,relevant
timestamp number option disk will be implemented as para virtual scsi disk,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210420,2655,irrelevant
timestamp number option sas disk will be implemented as para virtual scsi disk,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210419,2655,irrelevant
timestamp number option ssd will be implemented as para virtual scsi ssd,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210418,2655,irrelevant
timestamp number note since version id esxi supports only native drivers nic type and lsi disks are no longer supported will be replaced with vmxnet number lsi disks will be replaced with pvscsi disks,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210417,2655,irrelevant
timestamp number esx version from pxe is version id,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210416,2655,irrelevant
timestamp number determining esx version pod version id tree pxe linux hex id,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210415,2655,irrelevant
timestamp number user stats number vms using number gb of storage,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210414,2655,irrelevant
timestamp number resource pool sc prd host sc prd cluster resources,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210413,2655,irrelevant
timestamp number data store sc number x io l number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210412,2655,irrelevant
timestamp number selected compute resource sc prd cluster,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210411,2655,irrelevant
timestamp number sc prd cluster cpu number cpu res number mem number mem res number ds sc number x io free number,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210410,2655,irrelevant
timestamp number using placement hint number hence no sorting,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210409,2655,irrelevant
timestamp number choosing cluster from sc prd cluster,timestamp number invalid request unexpected element tag vvtd enabled seen while parsing serialized data object of type vim vm flag info at line number column number while parsing property flags of static type virtual machine flag info while parsing serialized data object of type vim vm configuration spec at line number column number while parsing call information for method re configuration vm task at line number column number while parsing soap body at line number column number while parsing soap envelope at line number column number while parsing http request for method re configure on object of type vim virtual machine at line number column number,210408,2655,irrelevant
