anchor,log,label
timestamp number unable to set feature states guest os is not running not running,timestamp number ip waiter both ip number and ip number are ok,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number data store vsan number l number,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number changing boot order to be local disk only,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number para virtual scsi controller with no sharing already exists,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number mac address,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number debug template path nimbus esx template sb hex id,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number results from serial logs json dump,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number networks wdc rd ops vm number,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number option disk will be implemented as para virtual scsi disk,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number nimbus wdc prd vc number,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number deprecated disable sas disks all disk options will be ignored,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number vm resource requirement cpu number vcpu s mem number mb disk number kb,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number performing linked clone,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number vm hw version vmx number,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number similar disk of type para virtual scsi controller already exists,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number choosing cluster from wdc prd cluster,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number id uid number zhou huang gid number mts groups number mts number g sjc h ms standard nwv number g dyn co china fte number g jenkins gov aws ldap users,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number selected compute resource wdc prd cluster,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number git version for rb vmomi utilities heads release number g number f number d,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number disk configure parameters,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number log name worker,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number vm got placed on host number vsan number comp number eng vmware com,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number user zhou huang,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number converting nic number from to,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number vm mac addresss ip v number link local addresss,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number hostname rd ops dhcp number number eng vmware com pid number,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number git version for rb vmomi heads release number g number aa number b number,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number vm is on host number vsan number comp number eng vmware com before powering on,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number feature state utility successfully changed feature state,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number vm configuration spec,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number user stats number vms using number gb of storage,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number cloning vm zhou huang vsan number vit fvt lun op number number number esx number,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number guest os vm kernel number guest upgrading hw version to latest,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number wdc prd cluster cpu number cpu res number mem number mem res number ds vsan number free number,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number adding virtual ssd number for disk with controller scsi number,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number got guest ip ip address,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number using placement hint number hence no sorting,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number adding disk pvscsi ssd hex id,irrelevant
timestamp number unable to set feature states guest os is not running not running,timestamp number git version for nimbus configurations heads release number g number a,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number nimbus rb in linked clone,relevant
timestamp number system error a general system error occurred internal error,timestamp number rb vmomi fault system error a general system error occurred internal error,relevant
timestamp number system error a general system error occurred internal error,timestamp number nimbus rb in clone,relevant
timestamp number system error a general system error occurred internal error,timestamp number performing linked clone,relevant
timestamp number system error a general system error occurred internal error,timestamp number fault system error fault message reason internal error,relevant
timestamp number system error a general system error occurred internal error,timestamp number reached max retries forwarding exception system error a general system error occurred internal error,relevant
timestamp number system error a general system error occurred internal error,timestamp number git version for git heads master number g number d number,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number selected compute resource sc prd cluster,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number esx template sb hex id clone vm task event chain id hex id,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number vim connection op id is nbs p number pdq or,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number adding disk pvscsi disk hex id,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number git version for nimbus configurations heads release number g number e number,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number main pipeline true sub deploy mode true,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number main pipeline false sub deploy mode true,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number git version for rb vmomi utilities heads release number gb number d number ac,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number failed to guess build tree,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number option sas disk will be implemented as para virtual scsi disk,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number determining esx version pod version id trees b hex id,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number looking up build sb hex id,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number task rb number in wait for completion,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number esx version from build web is version id,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number git version for rb vmomi heads release number g number e number,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number resource pool sc prd host sc prd cluster resources,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number note since version id esxi supports only native drivers nic type and lsi disks are no longer supported will be replaced with vmxnet number lsi disks will be replaced with pvscsi disks,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number id uid number svc vsan er gid number mts groups number mts hex id g cpbu eng ops sta as users,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number hostname sc number rd ops dhcp number number eng vmware com pid number,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number serial log svc vsan er vcqa cat number number esx number serial dump json does not exist,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number changing boot order to be local disk only,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number para virtual scsi controller with no sharing already exists,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number writing deployment results to svc vsan er vcqa cat number number esx number nimbus esx deploy result json,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number nimbus rb in conduct clone task,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number debug template path nimbus esx template sb hex id,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number nimbus sc prd vc number,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number option ssd will be implemented as para virtual scsi ssd,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number networks sc number rd ops vm number,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number user svc vsan er,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number adding disk pvscsi ssd hex id,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number sc prd cluster cpu number cpu res number mem number mem res number ds sc number x io free number,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number option disk will be implemented as para virtual scsi disk,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number git version for nimbus heads release number g number e number b number,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number vm resource requirement cpu number vcpu s mem number mb disk number kb,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number data store sc number x io l number,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number similar disk of type para virtual scsi controller already exists,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number cloning vm svc vsan er vcqa cat number number esx number,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number disk configure parameters,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number log name worker,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number converting nic number from to,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number vm configuration spec,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number user stats number vms using number gb of storage,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number adding virtual ssd number for disk with controller scsi number,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number choosing cluster from sc prd cluster,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number using placement hint number hence no sorting,irrelevant
timestamp number system error a general system error occurred internal error,timestamp number connecting to nimbus sc prd comp eng vmware com,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number waiting for hostd to start,relevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number powering on vm,relevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number runtime error unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,relevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number power on vm task retry on exception rb vmomi fault insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,relevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number reached max retries forwarding exception unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,relevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number hostd is up,relevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number restarting vm for feature states to take effect,relevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number vm is on host number comp number eng vmware com before powering on,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number adding disk pvscsi disk hex id,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number esx deploy rb in reboot,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number still waiting for ip ips,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number git version for nimbus configurations heads release number g number e number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number main pipeline true sub deploy mode true,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number git version for rb vmomi utilities heads release number gb number d number ac,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number connecting to nimbus wdc prd comp eng vmware com,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number main pipeline false sub deploy mode true,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number writing deployment results to svc up it cat lwd interop vsan number number esx number nimbus esx deploy result json,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number enforcing firmware uefi for http boot,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number data store x io l number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number esx deploy rb in rescue in post boot,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number svc up it cat lwd interop vsan number number esx number re configuration vm task event chain id number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number failed to guess build tree,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number cloning vm svc up it cat lwd interop vsan number number esx number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number id uid number svc up it cat gid number mts groups number mts hex id g cpbu eng ops sta as users,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number esx template sb hex id clone vm task event chain id number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number determining esx version pod version id trees b hex id,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number esx deploy rb in post boot,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number adding usb controller,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number looking up build sb hex id,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number disk info vmware para virtual scsi scsi controller number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number svc up it cat lwd interop vsan number number esx number power on vm task event chain id number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number git version for rb vmomi heads release number g number e number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number resource pool wdc prd host wdc prd cluster resources,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number task rb number in wait for completion,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number esx version from build web is version id,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number note since version id esxi supports only native drivers nic type and lsi disks are no longer supported will be replaced with vmxnet number lsi disks will be replaced with pvscsi disks,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number derived public ip v number address ip address,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number add lease buffer of number hours now the lease of esx template sb hex id is timestamp number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number setting reservation as user given reservation cpu mem,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number ip waiter both ip number and ip number are ok,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number changing boot order to be local disk only,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number para virtual scsi controller with no sharing already exists,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number option ssd will be implemented as para virtual scsi ssd,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number hostname wdc rd ops dhcp number number eng vmware com pid number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number debug template path nimbus esx template sb hex id,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number results from serial logs json dump,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number mac address,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number adding disk pvscsi disk number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number wdc prd cluster cpu number cpu res number mem number mem res number ds x io free number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number vm got placed on host number comp number eng vmware com,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number networks wdc rd ops vm number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number esx deploy rb in set feature states for installed esx,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number option disk will be implemented as para virtual scsi disk,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number nimbus wdc prd vc number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number vm resource requirement cpu number vcpu s mem number mb disk number kb,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number performing linked clone,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number vm hw version vmx number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number user svc up it cat,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number git version for nimbus heads release number gd number cf number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number similar disk of type para virtual scsi controller already exists,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number choosing cluster from wdc prd cluster,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number selected compute resource wdc prd cluster,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number disk configure parameters,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number log name worker,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number waiting to get an ip for svc up it cat lwd interop vsan number number esx number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number git version for git heads master number gf number callback,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number vm mac addresss ip v number link local addresss,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number converting nic number from to,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number vim connection op id is nbs number a number xw,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number feature state utility successfully changed feature state,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number vm configuration spec,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number svc up it cat lwd interop vsan number number esx number mac addresses mac address mac address,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number running remote command feature state utility enable vsphere dp quiesced snapshot,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number user stats number vms using number gb of storage,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number guest os vm kernel number guest upgrading hw version to latest,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number adding virtual ssd number for disk with controller scsi number,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number got guest ip ip address,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number using placement hint number hence no sorting,irrelevant
timestamp number unable to set feature states insufficient host cpu capacity fault the host does not have sufficient cpu resources to satisfy the reservation,timestamp number adding disk pvscsi ssd hex id,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number nimbus rb in linked clone,relevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number reached max retries forwarding exception invalid host state the operation is not allowed in the current state of the host,relevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number nimbus rb in clone,relevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number performing linked clone,relevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number fault invalid host state fault message host host system host number,relevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number rb vmomi fault invalid host state the operation is not allowed in the current state of the host,relevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number git version for git heads master number g number d number,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number selected compute resource sc prd cluster,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number adding disk pvscsi disk hex id,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number main pipeline true sub deploy mode true,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number main pipeline false sub deploy mode true,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number git version for rb vmomi utilities heads release number gb number d number ac,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number vm resource requirement cpu number vcpu s mem number mb disk hex id kb,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number debug template path nimbus esx template ob hex id,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number failed to guess build tree,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number task rb number in wait for completion,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number esx version from build web is version id,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number git version for rb vmomi heads release number g number e number,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number resource pool sc prd host sc prd cluster resources,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number note since version id esxi supports only native drivers nic type and lsi disks are no longer supported will be replaced with vmxnet number lsi disks will be replaced with pvscsi disks,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number git version for nimbus configurations heads release number gfb number,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number determining esx version pod version id tree ob hex id,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number git version for nimbus heads release number g number b number,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number vim connection op id is nbs number rboq number,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number cloning vm svc licensing auto ls esx esx ls r string management number number esx number,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number id uid number svc licensing auto gid number mts groups number mts,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number hostname sc number rd ops dhcp number number eng vmware com pid number,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number changing boot order to be local disk only,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number para virtual scsi controller with no sharing already exists,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number nimbus rb in conduct clone task,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number nimbus sc prd vc number,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number networks sc number rd ops vm number,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number sc prd cluster cpu number cpu res number mem number mem res number ds sc number x io free number,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number option disk will be implemented as para virtual scsi disk,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number user svc licensing auto,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number serial log svc licensing auto ls esx esx ls r string management number number esx number serial dump json does not exist,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number data store sc number x io l number,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number writing deployment results to svc licensing auto ls esx esx ls r string management number number esx number nimbus esx deploy result json,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number similar disk of type para virtual scsi controller already exists,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number esx template ob hex id clone vm task event chain id number,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number disk configure parameters,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number log name worker,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number converting nic number from to,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number vm configuration spec,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number primary disk can not be smaller than the minimum required size of number gb,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number user stats number vms using number gb of storage,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number adding virtual ssd number for disk with controller scsi number,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number choosing cluster from sc prd cluster,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number looking up build ob hex id,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number using placement hint number hence no sorting,irrelevant
timestamp number invalid host state the operation is not allowed in the current state of the host,timestamp number connecting to nimbus sc prd comp eng vmware com,irrelevant
timestamp number timeout during server version negotiating,timestamp number reached max retries forwarding exception timeout during server version negotiating,relevant
timestamp number timeout during server version negotiating,timestamp number pxe configuration rb number in block number levels in ipxe configuration,relevant
timestamp number timeout during server version negotiating,timestamp number configuring pxe servers in sc rd ops,relevant
timestamp number timeout during server version negotiating,timestamp number net ssh connection timeout timeout during server version negotiating,relevant
timestamp number timeout during server version negotiating,timestamp number pxe configuration rb number in ipxe configuration,relevant
timestamp number timeout during server version negotiating,timestamp number git version for nimbus configurations heads release number g number dc number,irrelevant
timestamp number timeout during server version negotiating,timestamp number adding disk pvscsi disk hex id,irrelevant
timestamp number timeout during server version negotiating,timestamp number git version for git heads master number gc number b number,irrelevant
timestamp number timeout during server version negotiating,timestamp number main pipeline true sub deploy mode true,irrelevant
timestamp number timeout during server version negotiating,timestamp number main pipeline false sub deploy mode true,irrelevant
timestamp number timeout during server version negotiating,timestamp number sc number number cpu number cpu res number mem number mem res number ds sc number number vsan free number,irrelevant
timestamp number timeout during server version negotiating,timestamp number svc vm provision create vm task event chain id number,irrelevant
timestamp number timeout during server version negotiating,timestamp number serial log svc vm provision vm provision delta migration test number number esx number serial dump json does not exist,irrelevant
